,duracion_estadia,genero,edad,ninos,tipo_acomodacion,COL,ES,IT,NL,PE,UK,US
7908,4,1,33,0,0,0,1,0,0,0,0,0
7909,5,0,54,1,1,0,0,0,0,0,0,1
7911,7,1,38,1,1,0,0,0,0,0,0,1
7912,4,0,40,1,1,0,0,0,0,0,0,0
7913,5,0,50,0,0,0,0,1,0,0,0,0
7914,3,1,38,1,1,0,0,0,1,0,0,0
7915,2,0,37,1,0,0,0,1,0,0,0,0
7916,3,1,38,0,0,0,0,0,0,0,0,1
7918,4,0,40,0,0,0,0,0,0,0,0,1
7919,5,0,38,1,0,0,1,0,0,0,0,0
7920,2,1,42,1,0,0,0,0,0,0,0,1
7921,4,0,30,1,0,0,0,0,0,1,0,0
7922,1,0,41,1,0,1,0,0,0,0,0,0
7923,5,0,42,1,1,0,0,1,0,0,0,0
7924,7,1,42,0,1,0,0,0,0,0,1,0
7925,3,0,41,1,1,1,0,0,0,0,0,0
7926,4,1,57,0,0,0,1,0,0,0,0,0
7927,4,1,38,0,0,0,0,0,0,1,0,0
7928,3,1,48,1,0,1,0,0,0,0,0,0
7929,3,1,40,1,0,0,0,0,0,0,0,1
7930,6,1,44,0,1,0,0,0,0,0,0,1
7931,5,1,40,1,1,1,0,0,0,0,0,0
7932,6,0,43,1,1,0,0,0,1,0,0,0
7933,5,0,49,0,0,0,0,0,0,0,0,0
7935,5,0,39,0,0,0,0,0,0,0,0,1
7936,2,1,46,1,0,0,0,1,0,0,0,0
7937,5,1,34,1,1,0,0,0,0,0,0,1
7938,6,0,33,1,0,0,1,0,0,0,0,0
7939,3,1,45,1,1,0,1,0,0,0,0,0
7940,1,1,40,1,1,0,1,0,0,0,0,0
7941,2,0,46,0,0,0,0,0,0,0,1,0
7942,6,1,41,0,1,0,0,0,0,0,0,0
7944,3,1,36,1,1,0,0,0,0,0,0,1
7945,6,1,32,0,1,0,0,0,0,0,0,1
7946,5,0,44,0,0,0,0,0,0,0,0,1
7947,5,0,35,0,1,1,0,0,0,0,0,0
7948,2,1,43,0,1,0,0,0,1,0,0,0
7949,6,0,38,0,1,0,0,0,1,0,0,0
7950,4,1,44,1,0,0,0,1,0,0,0,0
7951,5,1,39,0,0,0,0,0,0,0,1,0
7952,3,0,38,0,1,0,0,0,0,1,0,0
7953,6,0,41,0,1,0,0,0,0,0,1,0
7954,4,1,47,0,1,1,0,0,0,0,0,0
7955,5,1,38,0,1,0,0,0,0,1,0,0
7957,2,0,34,1,0,0,0,0,0,0,0,0
7958,4,1,43,0,1,0,0,0,0,0,1,0
7960,4,1,48,0,1,0,1,0,0,0,0,0
7961,5,1,48,0,1,0,0,0,0,0,0,0
7962,3,1,41,1,1,0,1,0,0,0,0,0
7963,1,1,45,0,1,0,0,0,0,0,0,1
7966,4,0,53,0,1,0,0,0,0,1,0,0
7967,5,1,40,0,0,1,0,0,0,0,0,0
7968,3,1,36,1,1,0,1,0,0,0,0,0
7969,3,1,38,1,1,1,0,0,0,0,0,0
7970,5,1,37,0,1,0,1,0,0,0,0,0
7971,3,0,40,0,0,0,0,1,0,0,0,0
7973,7,0,44,1,1,0,0,0,0,0,1,0
7974,3,0,41,0,0,0,0,1,0,0,0,0
7976,5,0,43,0,0,1,0,0,0,0,0,0
7977,4,0,36,1,1,0,0,0,0,0,0,0
7978,2,0,40,0,1,0,0,1,0,0,0,0
7979,4,1,32,1,1,1,0,0,0,0,0,0
7980,2,1,34,1,1,0,0,1,0,0,0,0
7981,4,1,45,0,0,0,0,0,0,0,0,1
7982,7,1,40,0,1,0,0,0,0,0,0,0
7983,5,1,37,0,0,0,0,1,0,0,0,0
7984,5,1,46,0,1,0,0,0,1,0,0,0
7985,4,1,40,0,0,0,0,0,0,0,0,0
7987,1,0,40,0,0,0,0,0,0,0,0,1
7988,5,1,48,1,1,0,1,0,0,0,0,0
7989,1,0,40,0,1,0,0,0,0,0,1,0
7990,5,0,48,1,1,0,0,0,1,0,0,0
7991,2,0,42,1,1,0,0,0,1,0,0,0
7992,5,1,37,0,0,0,0,0,0,0,1,0
7993,2,0,44,1,1,0,0,0,0,0,1,0
7994,5,0,42,0,1,0,0,1,0,0,0,0
7995,4,0,43,1,1,0,0,0,0,1,0,0
7996,3,1,39,1,1,0,0,0,1,0,0,0
7997,8,1,34,1,0,0,0,1,0,0,0,0
7998,2,1,36,1,1,0,0,0,1,0,0,0
7999,6,0,40,1,1,0,0,0,1,0,0,0
8000,7,1,44,0,1,0,0,0,0,0,1,0
8001,6,1,40,1,1,0,0,0,1,0,0,0
8002,3,0,35,1,0,0,0,1,0,0,0,0
8003,3,1,35,1,1,0,0,1,0,0,0,0
8004,6,1,41,0,1,0,0,0,0,1,0,0
8005,6,0,43,1,1,0,0,0,0,0,1,0
8006,2,1,39,0,1,0,1,0,0,0,0,0
8007,4,1,40,0,0,0,0,1,0,0,0,0
8009,5,1,42,1,0,0,0,0,0,0,0,0
8010,7,0,34,0,0,0,1,0,0,0,0,0
8011,3,0,40,0,1,1,0,0,0,0,0,0
8013,7,0,35,0,1,0,0,1,0,0,0,0
8014,8,0,48,1,1,0,0,0,0,0,0,0
8016,5,0,43,0,0,0,0,0,0,1,0,0
8017,4,0,34,1,0,0,1,0,0,0,0,0
8018,5,1,43,0,0,0,0,0,0,1,0,0
8020,5,0,40,0,1,1,0,0,0,0,0,0
8021,3,0,40,0,0,0,0,0,0,1,0,0
8022,4,1,40,1,0,0,0,0,0,0,0,1
8023,6,0,46,1,1,0,0,0,0,0,0,1
8024,3,1,42,0,1,0,0,0,0,0,0,1
8025,6,1,38,0,0,0,1,0,0,0,0,0
8026,4,1,31,0,1,0,0,0,1,0,0,0
8027,3,0,33,1,0,0,0,0,0,0,0,0
8028,3,1,39,0,0,0,0,0,0,1,0,0
8029,5,1,44,0,1,0,0,0,1,0,0,0
8030,1,0,38,1,0,0,0,0,0,0,0,1
8031,3,0,34,0,1,0,0,0,0,0,0,1
8034,3,1,36,1,1,0,0,0,0,0,0,0
8035,4,1,40,1,1,0,0,1,0,0,0,0
8036,5,1,41,0,1,0,0,0,0,0,1,0
8037,4,0,45,1,1,0,0,0,0,0,0,0
8039,4,0,32,1,1,0,0,0,1,0,0,0
8040,8,0,28,0,1,0,0,0,0,1,0,0
8041,3,0,38,1,0,0,0,0,0,0,1,0
8043,3,0,39,0,1,1,0,0,0,0,0,0
8044,8,0,34,1,0,0,0,0,0,1,0,0
8045,2,0,36,0,1,0,0,0,0,0,0,1
8046,3,0,42,0,0,0,0,1,0,0,0,0
8047,2,1,38,0,0,0,0,0,0,0,0,0
8049,4,0,45,1,1,0,0,0,0,0,1,0
8051,4,1,39,0,0,0,0,0,0,0,1,0
8052,4,0,42,0,0,0,0,0,0,0,1,0
8053,3,0,40,1,0,0,0,0,0,0,0,0
8054,4,1,32,0,0,0,0,0,0,0,0,1
8055,5,1,45,1,0,0,0,0,0,1,0,0
8056,4,1,40,1,1,1,0,0,0,0,0,0
8057,3,0,33,1,0,0,0,0,0,0,1,0
8058,4,1,37,1,1,0,0,0,0,0,1,0
8059,7,1,43,0,1,0,0,0,0,0,1,0
8060,4,1,40,0,1,0,0,0,1,0,0,0
8061,2,1,45,1,0,0,0,0,0,0,0,1
8062,5,0,43,1,1,0,1,0,0,0,0,0
8063,3,1,43,1,0,0,0,0,0,0,1,0
8064,4,0,42,1,1,0,1,0,0,0,0,0
8065,6,1,36,0,0,0,1,0,0,0,0,0
8066,2,1,28,0,0,0,0,0,0,1,0,0
8067,4,0,41,1,1,0,0,0,0,0,1,0
8068,3,0,37,0,1,0,0,0,0,0,0,1
8069,3,0,43,1,1,0,1,0,0,0,0,0
8070,4,1,39,0,0,0,1,0,0,0,0,0
8071,3,0,36,1,1,0,0,0,0,0,0,1
8072,2,0,40,0,1,0,0,0,1,0,0,0
8073,4,1,41,0,1,0,0,0,0,0,0,0
8074,5,1,40,1,1,0,0,0,0,1,0,0
8075,4,1,27,0,0,0,0,1,0,0,0,0
8076,5,0,47,0,0,0,0,0,0,0,0,1
8077,3,0,47,0,0,0,0,0,0,0,0,0
8078,4,1,44,1,0,0,0,1,0,0,0,0
8079,7,0,36,1,0,0,0,0,0,0,0,0
8083,4,0,32,0,1,0,0,0,0,0,1,0
8085,1,0,40,1,1,0,0,0,0,0,0,0
8086,4,0,37,0,1,1,0,0,0,0,0,0
8087,3,1,45,1,0,0,0,0,0,0,0,0
8088,3,1,38,1,1,0,0,0,0,0,0,0
8090,4,0,38,1,0,0,0,0,0,0,0,1
8091,2,1,38,0,0,0,0,0,0,0,0,0
8092,3,1,44,0,1,0,1,0,0,0,0,0
8093,3,0,38,0,1,0,0,0,0,1,0,0
8094,3,0,39,0,1,0,0,0,0,0,1,0
8096,4,1,41,1,0,0,0,0,0,0,1,0
8098,5,0,40,0,0,0,0,0,0,0,0,0
8099,7,1,42,1,0,0,1,0,0,0,0,0
8100,4,0,43,0,1,0,0,0,0,1,0,0
8101,5,0,35,1,1,0,0,0,1,0,0,0
8102,5,0,33,1,0,0,0,1,0,0,0,0
8103,2,1,45,0,1,0,0,0,0,0,0,0
8104,3,1,37,0,0,0,0,0,1,0,0,0
8105,4,0,38,1,0,0,0,0,0,1,0,0
8107,1,0,41,1,0,0,0,1,0,0,0,0
8109,3,0,40,1,0,0,1,0,0,0,0,0
8110,3,1,34,1,1,0,0,0,0,0,1,0
8112,5,0,36,1,0,0,0,1,0,0,0,0
8113,3,1,41,0,1,0,0,0,0,0,0,1
8114,4,0,50,0,1,0,1,0,0,0,0,0
8115,5,0,46,0,0,1,0,0,0,0,0,0
8116,4,0,47,0,0,0,0,0,0,0,0,1
8117,4,0,39,1,0,0,0,0,1,0,0,0
8118,7,1,44,0,0,0,0,0,0,1,0,0
8119,10,0,40,0,1,1,0,0,0,0,0,0
8120,2,1,41,0,0,1,0,0,0,0,0,0
8122,2,1,53,1,1,0,0,0,0,0,0,1
8123,4,0,30,0,1,0,0,0,0,0,0,1
8124,4,0,40,0,0,0,1,0,0,0,0,0
8125,3,0,44,0,0,0,0,0,0,0,1,0
8126,3,0,41,1,1,0,0,0,0,0,0,1
8127,3,0,33,0,1,0,0,0,0,0,0,1
8128,3,1,38,0,1,0,0,0,1,0,0,0
8129,5,1,48,1,0,0,0,0,0,1,0,0
8130,2,0,34,0,1,0,0,0,0,1,0,0
8131,3,1,38,1,1,0,0,0,0,0,0,0
8135,6,1,36,0,1,0,0,0,0,0,0,1
8139,4,1,45,1,0,0,1,0,0,0,0,0
8141,3,0,37,0,1,1,0,0,0,0,0,0
8143,4,1,35,0,0,0,1,0,0,0,0,0
8144,3,1,37,1,1,0,0,0,0,0,0,0
8145,4,0,40,0,1,1,0,0,0,0,0,0
8146,2,0,33,1,0,0,0,0,0,0,0,0
8149,3,1,48,1,0,1,0,0,0,0,0,0
8150,5,1,40,0,0,0,0,0,0,0,0,1
8152,5,1,42,1,0,0,0,0,0,0,0,1
8153,3,1,38,0,0,0,1,0,0,0,0,0
8154,5,1,38,1,1,0,0,0,0,0,1,0
8155,4,1,43,1,0,0,0,0,0,0,0,1
8156,1,1,35,1,1,0,0,0,0,0,0,0
8157,3,1,35,0,0,0,1,0,0,0,0,0
8160,5,1,47,0,1,0,0,0,0,0,0,0
8161,3,0,32,0,1,0,0,0,0,0,0,0
8162,3,1,29,1,1,0,0,0,0,0,0,1
8163,3,0,41,1,1,0,0,1,0,0,0,0
8164,5,0,34,1,0,1,0,0,0,0,0,0
8165,1,0,30,0,1,0,0,0,0,0,0,0
8166,7,0,45,0,0,0,0,0,0,0,0,0
8167,8,0,45,1,1,0,0,0,0,0,0,0
8168,4,0,43,1,1,0,0,0,0,0,0,0
8169,1,1,44,0,1,0,0,0,0,0,1,0
8170,5,0,33,1,0,0,0,0,0,0,0,1
8171,6,1,43,0,1,1,0,0,0,0,0,0
8172,2,0,49,1,1,0,0,1,0,0,0,0
8173,4,0,44,1,1,0,1,0,0,0,0,0
8174,2,1,41,1,0,0,0,0,1,0,0,0
8175,7,0,42,0,1,0,0,0,0,1,0,0
8176,1,1,40,1,1,1,0,0,0,0,0,0
8179,2,0,50,0,0,0,0,0,0,0,0,1
8181,8,0,40,0,0,0,0,0,0,0,0,1
8182,3,1,40,0,1,0,0,0,0,0,0,0
8183,4,1,35,0,1,0,1,0,0,0,0,0
8184,1,0,42,1,1,0,0,0,0,1,0,0
8185,3,1,40,0,0,0,0,0,0,1,0,0
8186,5,1,33,1,1,0,0,0,0,0,0,0
8187,4,0,44,1,1,0,0,0,0,0,0,1
8188,4,1,49,1,1,1,0,0,0,0,0,0
8189,2,1,40,0,1,0,0,0,0,0,0,1
8190,4,0,34,0,1,0,0,0,1,0,0,0
8191,2,1,35,1,1,1,0,0,0,0,0,0
8192,3,1,40,1,0,0,0,0,1,0,0,0
8193,2,1,33,0,0,1,0,0,0,0,0,0
8194,7,1,33,1,1,0,0,0,0,0,0,0
8195,4,0,27,0,1,1,0,0,0,0,0,0
8197,4,0,49,0,0,0,0,1,0,0,0,0
8198,4,0,43,0,0,0,0,1,0,0,0,0
8199,3,1,51,0,1,0,1,0,0,0,0,0
8200,6,0,35,1,0,0,1,0,0,0,0,0
8201,2,1,41,0,1,0,1,0,0,0,0,0
8203,6,0,43,0,0,0,0,1,0,0,0,0
8204,6,1,47,0,1,0,0,1,0,0,0,0
8205,3,0,38,1,0,1,0,0,0,0,0,0
8206,4,1,44,0,1,0,0,0,0,0,1,0
8207,3,0,31,0,1,0,1,0,0,0,0,0
8208,2,0,43,1,1,0,0,0,0,0,1,0
8209,7,0,42,0,1,0,0,1,0,0,0,0
8210,2,0,43,0,0,0,0,0,0,0,0,1
8211,3,0,43,1,1,0,1,0,0,0,0,0
8212,5,1,46,0,1,0,0,0,0,0,0,0
8213,2,1,40,1,1,0,0,0,0,1,0,0
8214,2,0,40,0,0,0,0,0,0,1,0,0
8216,3,0,39,1,0,0,0,0,0,1,0,0
8217,5,0,42,1,1,0,0,0,0,1,0,0
8218,5,0,36,0,1,0,0,0,0,0,1,0
8219,1,1,40,0,0,0,1,0,0,0,0,0
8220,5,1,47,0,1,0,0,0,0,0,0,1
8223,5,0,42,1,1,1,0,0,0,0,0,0
8224,6,1,41,1,0,0,0,0,0,1,0,0
8226,6,1,40,1,1,0,0,1,0,0,0,0
8227,7,1,41,1,0,1,0,0,0,0,0,0
8228,2,1,41,0,1,0,0,0,0,0,1,0
8229,5,1,40,0,1,0,0,0,0,0,0,0
8230,5,1,40,0,0,0,1,0,0,0,0,0
8231,3,1,44,0,1,0,0,0,0,0,0,1
8232,2,1,36,0,0,1,0,0,0,0,0,0
8233,4,1,40,1,1,0,0,0,0,0,0,0
8234,6,1,48,1,1,0,0,0,0,0,0,0
8235,4,0,28,1,0,0,0,0,1,0,0,0
8236,2,0,45,0,0,0,0,0,0,0,1,0
8237,4,1,37,0,0,0,0,0,0,0,0,0
8239,7,0,40,0,1,0,0,0,0,0,1,0
8240,5,0,46,1,1,0,0,1,0,0,0,0
8241,1,0,30,1,0,0,0,0,0,0,1,0
8242,2,0,40,1,1,1,0,0,0,0,0,0
8243,3,1,32,0,0,0,0,1,0,0,0,0
8244,5,0,38,1,0,0,0,0,1,0,0,0
8245,3,1,42,1,0,0,0,0,1,0,0,0
8247,5,0,48,1,1,1,0,0,0,0,0,0
8249,2,1,43,0,1,0,1,0,0,0,0,0
8250,4,0,33,1,0,0,0,0,0,1,0,0
8252,4,0,43,0,0,0,1,0,0,0,0,0
8254,2,1,44,0,1,0,1,0,0,0,0,0
8255,3,1,40,1,0,0,0,1,0,0,0,0
8257,3,1,38,1,1,0,0,0,0,0,1,0
8258,2,0,32,0,1,0,0,0,0,0,0,0
8261,3,1,39,0,0,0,0,0,0,1,0,0
8262,5,1,46,0,0,0,0,0,1,0,0,0
8264,5,1,45,0,1,0,0,1,0,0,0,0
8265,2,1,45,1,0,0,0,0,0,0,0,0
8267,7,1,32,1,1,0,1,0,0,0,0,0
8268,4,0,40,1,0,0,0,1,0,0,0,0
8269,9,1,33,0,0,0,0,0,0,0,1,0
8270,7,1,48,0,0,0,0,1,0,0,0,0
8271,5,0,46,0,0,0,1,0,0,0,0,0
8272,1,0,40,1,0,0,0,0,0,1,0,0
8275,2,1,39,0,0,0,0,0,0,1,0,0
8276,2,1,45,0,1,0,0,0,0,1,0,0
8277,2,1,42,0,1,0,0,0,0,1,0,0
8278,4,0,44,1,1,0,0,0,0,1,0,0
8279,1,1,47,1,0,0,1,0,0,0,0,0
8280,5,0,35,1,0,0,1,0,0,0,0,0
8282,2,1,36,0,0,0,0,0,0,0,1,0
8283,4,1,34,0,1,0,0,0,0,1,0,0
8285,2,0,40,1,0,0,0,0,0,0,0,1
8286,3,1,44,1,1,0,0,0,1,0,0,0
8287,5,1,41,1,0,0,0,1,0,0,0,0
8288,5,0,41,0,0,0,0,1,0,0,0,0
8289,5,1,45,1,0,1,0,0,0,0,0,0
8291,2,1,43,1,0,0,0,0,0,0,1,0
8292,4,0,38,0,1,0,0,0,0,1,0,0
8294,3,0,46,1,1,0,0,0,0,0,0,1
8295,4,0,45,1,1,0,0,0,0,1,0,0
8296,2,1,47,1,0,1,0,0,0,0,0,0
8297,3,1,40,0,0,1,0,0,0,0,0,0
8298,5,0,41,1,1,0,0,0,0,0,1,0
8299,7,0,44,1,1,1,0,0,0,0,0,0
8300,2,1,27,0,0,1,0,0,0,0,0,0
8301,6,1,44,0,1,0,0,0,1,0,0,0
8302,7,1,39,0,0,0,0,1,0,0,0,0
8303,3,1,48,0,1,0,0,0,0,0,1,0
8305,4,1,48,0,1,0,0,0,0,1,0,0
8306,3,1,37,0,0,0,1,0,0,0,0,0
8307,4,1,47,1,0,0,0,0,0,0,0,1
8308,4,0,32,0,1,0,1,0,0,0,0,0
8310,1,0,35,0,1,1,0,0,0,0,0,0
8311,4,1,38,0,0,0,0,0,0,0,0,1
8312,4,1,40,0,0,0,0,1,0,0,0,0
8314,2,1,35,0,0,0,1,0,0,0,0,0
8315,5,1,44,1,0,0,0,0,0,0,0,0
8317,4,1,52,0,1,1,0,0,0,0,0,0
8318,3,0,41,1,1,0,0,0,0,1,0,0
8320,4,0,43,1,1,1,0,0,0,0,0,0
8321,7,1,40,1,1,0,0,0,0,0,0,0
8322,3,0,54,1,0,0,0,0,0,1,0,0
8324,6,1,37,0,0,0,0,0,0,0,0,1
8325,4,1,42,1,1,0,0,0,1,0,0,0
8326,6,0,43,1,0,0,1,0,0,0,0,0
8327,3,1,42,1,1,0,0,0,0,0,0,1
8328,5,0,35,1,0,0,0,0,1,0,0,0
8329,5,1,52,0,1,0,0,0,0,0,0,1
8330,5,1,46,0,1,0,0,1,0,0,0,0
8331,7,0,43,1,1,0,0,0,0,0,0,1
8332,7,1,38,1,1,0,0,0,0,0,0,1
8334,5,0,40,0,1,0,0,1,0,0,0,0
8335,5,1,37,0,1,0,0,0,0,0,0,1
8336,2,0,42,0,0,1,0,0,0,0,0,0
8337,3,0,45,1,1,0,0,0,0,0,0,1
8338,1,1,41,1,0,0,0,0,0,0,1,0
8339,2,0,44,0,0,0,0,0,1,0,0,0
8340,4,1,34,0,0,1,0,0,0,0,0,0
8341,3,0,31,0,1,0,0,0,0,0,0,0
8342,3,0,40,0,0,1,0,0,0,0,0,0
8343,2,0,40,0,0,0,0,1,0,0,0,0
8344,6,0,26,0,1,0,0,0,0,0,0,1
8345,2,0,47,1,1,0,1,0,0,0,0,0
8346,4,1,42,0,1,0,0,1,0,0,0,0
8348,3,0,33,1,0,0,0,0,0,0,1,0
8349,4,1,40,0,0,0,0,0,0,1,0,0
8350,1,1,41,0,1,0,0,1,0,0,0,0
8351,2,1,40,0,0,0,0,0,0,1,0,0
8352,8,0,41,0,0,0,0,0,0,0,0,1
8354,2,0,37,0,1,0,0,0,0,0,0,0
8355,6,1,44,0,1,0,0,0,0,0,1,0
8356,3,1,33,0,0,0,1,0,0,0,0,0
8358,7,0,40,0,1,1,0,0,0,0,0,0
8359,2,0,35,1,0,0,0,0,0,0,0,0
8360,5,0,41,1,1,1,0,0,0,0,0,0
8361,3,0,37,1,0,0,0,0,0,1,0,0
8362,6,0,40,0,1,0,0,0,0,0,0,1
8363,3,1,36,1,1,0,0,0,0,0,1,0
8364,2,1,43,0,1,0,0,0,0,0,1,0
8366,4,0,32,1,0,0,0,0,0,0,1,0
8367,3,0,40,1,0,1,0,0,0,0,0,0
8368,4,1,45,0,1,1,0,0,0,0,0,0
8369,1,1,42,0,1,0,0,0,0,0,0,0
8370,5,0,36,0,1,0,0,0,0,0,0,0
8371,4,1,40,1,0,0,1,0,0,0,0,0
8372,6,1,36,0,0,0,0,0,0,0,0,0
8373,7,0,40,1,1,0,0,1,0,0,0,0
8374,4,0,41,1,0,1,0,0,0,0,0,0
8375,9,0,45,1,1,0,0,0,1,0,0,0
8376,2,0,39,1,0,0,0,0,0,0,0,1
8377,5,1,46,0,0,0,0,0,1,0,0,0
8378,2,0,40,1,1,0,0,0,0,0,0,0
8379,3,0,47,0,0,0,1,0,0,0,0,0
8380,8,1,47,0,1,0,1,0,0,0,0,0
8381,7,1,41,1,0,0,0,0,0,0,0,0
8382,4,0,40,0,1,0,1,0,0,0,0,0
8384,4,0,40,0,1,0,0,0,1,0,0,0
8385,5,0,45,1,1,0,1,0,0,0,0,0
8387,4,1,45,1,0,0,1,0,0,0,0,0
8388,4,0,32,1,0,0,0,0,0,0,1,0
8390,2,0,37,0,1,0,0,1,0,0,0,0
8391,1,0,39,1,0,0,0,0,1,0,0,0
8396,5,1,46,1,1,0,0,0,0,0,1,0
8397,4,0,43,0,0,0,0,0,0,0,0,1
8398,3,0,39,1,0,0,0,0,0,0,0,1
8400,4,0,37,1,0,0,0,0,0,0,0,1
8402,3,0,39,1,1,0,0,1,0,0,0,0
8403,5,1,39,1,1,0,0,0,1,0,0,0
8404,4,1,42,1,0,1,0,0,0,0,0,0
8405,3,0,40,0,0,0,1,0,0,0,0,0
8406,7,1,40,0,0,0,1,0,0,0,0,0
8407,3,1,36,1,1,0,0,1,0,0,0,0
8408,9,0,41,1,1,0,0,0,1,0,0,0
8409,2,0,34,0,1,0,0,0,0,0,0,0
8411,4,0,35,1,0,0,0,0,0,1,0,0
8412,7,1,42,0,1,0,0,0,0,0,0,0
8413,3,1,41,0,1,0,1,0,0,0,0,0
8414,2,1,45,0,1,0,0,0,0,0,0,1
8415,5,0,40,1,0,0,0,0,0,0,0,0
8416,3,1,45,0,1,0,0,1,0,0,0,0
8417,4,0,44,1,1,0,0,0,0,0,0,1
8418,4,0,42,1,1,0,0,0,0,0,1,0
8419,5,0,36,1,0,0,0,0,0,1,0,0
8420,4,1,43,0,1,0,1,0,0,0,0,0
8421,5,1,35,0,1,0,0,0,0,0,0,1
8422,5,1,34,0,0,0,0,1,0,0,0,0
8424,8,1,42,0,1,0,0,1,0,0,0,0
8425,4,0,33,0,1,0,0,0,0,0,0,0
8426,4,1,40,0,0,1,0,0,0,0,0,0
8428,4,1,37,1,1,0,0,0,0,1,0,0
8429,6,1,40,0,1,0,1,0,0,0,0,0
8430,1,1,38,1,1,1,0,0,0,0,0,0
8431,7,1,42,1,0,0,0,0,0,0,0,1
8432,3,1,44,0,1,0,0,0,0,0,1,0
8433,4,1,37,0,0,1,0,0,0,0,0,0
8434,5,1,41,0,1,0,0,0,0,0,1,0
8435,6,0,30,0,0,0,0,0,1,0,0,0
8436,2,1,45,1,1,0,0,1,0,0,0,0
8438,2,1,43,1,0,0,0,0,0,0,0,1
8439,4,0,35,0,1,0,1,0,0,0,0,0
8440,6,1,40,0,1,0,0,0,0,0,0,1
8441,6,1,37,0,0,0,0,0,0,1,0,0
8442,2,0,38,1,1,0,0,1,0,0,0,0
8443,9,1,38,0,0,0,0,0,0,0,0,1
8444,3,0,38,0,1,0,0,0,0,0,1,0
8445,3,0,36,0,1,0,0,1,0,0,0,0
8446,4,0,40,0,1,0,0,0,0,1,0,0
8447,5,0,48,1,1,0,0,0,0,0,0,0
8448,5,0,36,0,1,0,0,1,0,0,0,0
8450,4,0,34,0,1,0,1,0,0,0,0,0
8452,6,0,46,0,0,0,0,1,0,0,0,0
8453,5,0,44,1,1,0,0,0,0,0,0,1
8454,2,1,40,1,0,1,0,0,0,0,0,0
8458,3,0,35,1,0,0,0,0,0,0,0,0
8459,2,1,42,0,1,0,0,1,0,0,0,0
8460,3,0,39,0,1,0,0,0,0,1,0,0
8461,3,1,42,1,0,1,0,0,0,0,0,0
8462,8,0,45,0,0,0,0,1,0,0,0,0
8464,4,1,36,1,1,0,0,1,0,0,0,0
8465,4,0,46,1,1,0,0,0,1,0,0,0
8466,5,1,34,1,1,0,0,0,0,1,0,0
8467,4,0,39,0,1,0,0,0,0,0,1,0
8468,6,0,40,1,1,0,0,0,1,0,0,0
8469,2,0,43,1,0,0,0,0,0,0,1,0
8470,2,1,36,1,1,0,0,0,0,0,0,1
8471,3,1,42,1,0,0,0,0,0,1,0,0
8474,5,1,31,0,1,0,0,0,0,0,0,1
8475,4,1,37,1,1,0,0,0,0,0,0,0
8476,2,0,42,1,0,0,0,0,0,1,0,0
8478,3,1,30,1,1,0,0,0,0,0,0,0
8479,4,1,40,1,1,1,0,0,0,0,0,0
8480,10,0,44,1,0,0,0,0,0,0,0,0
8481,3,1,48,0,1,0,0,0,1,0,0,0
8482,1,0,33,1,0,0,0,1,0,0,0,0
8483,7,0,45,1,1,0,0,0,0,0,1,0
8484,8,1,45,1,0,0,0,0,0,1,0,0
8485,2,0,38,0,1,0,0,1,0,0,0,0
8486,1,0,40,1,0,0,0,0,0,0,0,1
8487,5,1,41,1,1,0,0,0,0,0,1,0
8488,3,1,31,0,0,0,0,0,1,0,0,0
8489,5,0,33,1,0,0,0,0,0,0,0,1
8495,3,0,45,1,1,0,1,0,0,0,0,0
8496,6,1,38,0,0,0,1,0,0,0,0,0
8497,5,0,42,1,1,0,0,0,0,1,0,0
8498,6,1,43,1,0,1,0,0,0,0,0,0
8501,3,0,30,1,0,0,0,0,1,0,0,0
8502,4,1,37,1,1,0,0,0,0,0,0,0
8504,5,0,43,1,1,0,0,0,0,0,0,0
8505,2,1,37,1,1,0,0,0,1,0,0,0
8506,7,0,34,1,1,0,0,0,0,0,0,1
8508,1,0,38,0,1,0,1,0,0,0,0,0
8509,6,1,44,0,1,0,0,0,0,0,0,0
8510,6,0,51,1,1,0,0,1,0,0,0,0
8511,3,1,38,0,0,0,0,0,0,0,0,1
8512,2,0,40,1,0,0,1,0,0,0,0,0
8513,6,1,51,0,1,0,0,0,0,0,0,1
8515,2,1,32,0,1,0,0,0,0,1,0,0
8516,5,0,39,0,1,1,0,0,0,0,0,0
8518,4,0,40,0,1,0,0,0,0,1,0,0
8519,4,0,45,1,1,0,0,0,0,0,1,0
8520,4,1,47,1,0,0,0,0,0,0,0,1
8521,3,1,42,0,1,0,0,1,0,0,0,0
8522,1,0,40,0,1,1,0,0,0,0,0,0
8523,4,0,42,1,1,0,0,0,0,0,0,1
8524,5,1,46,0,1,0,0,0,0,1,0,0
8525,2,0,46,1,1,1,0,0,0,0,0,0
8526,2,0,41,1,1,0,0,0,0,1,0,0
8527,3,0,45,1,1,0,0,0,0,0,1,0
8528,4,0,36,0,1,0,1,0,0,0,0,0
8529,4,1,36,0,0,0,0,1,0,0,0,0
8532,1,0,41,0,0,0,0,0,0,0,0,0
8533,5,1,47,1,0,1,0,0,0,0,0,0
8535,6,0,40,1,0,0,0,0,1,0,0,0
8536,4,0,43,0,0,1,0,0,0,0,0,0
8537,3,1,47,0,1,0,0,0,0,0,0,0
8538,3,1,44,0,1,0,0,0,0,0,0,1
8540,3,1,53,0,1,1,0,0,0,0,0,0
8541,5,1,49,0,1,0,0,0,0,1,0,0
